City_ID,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
150,Denpasar,-8.65,115.2167,25.81,94,40,0.51,ID,1675377009
151,Monrovia,6.3005,-10.7969,25.87,89,9,3.1,LR,1675377153
152,Sørland,67.667,12.6934,-1.08,74,93,7.41,NO,1675377153
153,Sakakah,29.9697,40.2064,6.76,59,0,3.06,SA,1675377153
154,Tahoua,14.8888,5.2692,26.99,12,18,2.06,NE,1675377154
155,Karaton,-6.3424,106.1045,23.38,93,98,1.14,ID,1675377154
156,Tete,-16.1564,33.5867,24.05,100,20,0.0,MZ,1675377154
157,Dwārka,22.2394,68.9678,19.97,50,20,4.11,IN,1675377155
158,Dejen,10.1667,38.1333,13.39,33,95,2.22,ET,1675377155
159,Saint-Philippe,-21.3585,55.7679,23.77,88,61,5.46,RE,1675377155
160,Wadi Maliz,36.4681,8.5495,9.81,83,22,2.27,TN,1675377155
161,Port Blair,11.6667,92.75,26.02,83,40,0.51,IN,1675377156
162,Diego de Almagro,-26.3667,-70.05,23.94,33,0,3.98,CL,1675377089
163,Okato,-39.2,173.8833,22.88,69,92,6.26,NZ,1675377156
164,Qaanaaq,77.484,-69.3632,-17.16,62,14,4.27,GL,1675377156
165,Sitka,57.0531,-135.33,4.94,81,100,2.06,US,1675377157
166,Jertih,5.7336,102.4897,23.4,96,100,0.93,MY,1675377157
167,Anadyr,64.75,177.4833,-7.72,73,75,6.0,RU,1675377157
168,Hualmay,-11.0964,-77.6139,23.47,77,92,4.52,PE,1675377158
169,Valparaíso,-33.0393,-71.6273,22.13,60,0,5.14,CL,1675377158
170,Tcholliré,8.4022,14.1698,24.09,21,3,1.38,CM,1675377159
171,Wanning,18.8003,110.3967,21.84,95,100,3.29,CN,1675377159
172,Pevek,69.7008,170.3133,-25.97,100,69,1.47,RU,1675377159
173,Airai,-8.9266,125.4092,16.75,96,100,1.1,TL,1675377160
174,Peniche,39.3558,-9.3811,11.36,86,0,3.13,PT,1675377160
175,Bredasdorp,-34.5322,20.0403,16.83,77,1,0.45,ZA,1675377161
176,Hyères,43.1167,6.1167,8.36,61,0,1.54,FR,1675377161
177,Zhangaözen,43.3,52.8,2.27,87,100,4.21,KZ,1675377161
178,Port Lincoln,-34.7333,135.8667,15.15,57,100,10.59,AU,1675377162
179,Kaitangata,-46.2817,169.8464,25.28,54,28,1.01,NZ,1675377162
180,Fortuna,40.5982,-124.1573,18.53,23,20,8.23,US,1675377162
181,Horadiz,39.4488,47.3353,5.64,87,100,4.04,AZ,1675377162
182,Sola,-13.8833,167.55,28.0,70,22,2.24,VU,1675377163
183,Yulara,-25.2406,130.9889,20.69,48,0,6.76,AU,1675377163
184,Henties Bay,-22.116,14.2845,17.62,88,88,1.37,NA,1675377163
185,Codrington,-38.2667,141.9667,11.68,70,100,9.21,AU,1675377163
186,Mount Gambier,-37.8333,140.7667,12.04,72,84,5.49,AU,1675377164
187,Yangi Marg`ilon,40.4272,71.7189,3.4,93,75,2.06,UZ,1675377164
188,Fort Nelson,58.8053,-122.7002,-23.23,70,75,0.0,CA,1675377164
189,Chui,-33.6971,-53.4616,20.4,90,100,5.84,UY,1675377165
190,Namatanai,-3.6667,152.4333,28.85,69,83,2.06,PG,1675377165
191,Ritchie,-29.038,24.6028,25.3,44,58,2.59,ZA,1675377165
192,Sorrento,40.626,14.3744,12.37,89,0,2.06,IT,1675377166
193,Progreso,21.2833,-89.6667,33.06,76,46,5.72,MX,1675377166
194,Saldanha,-33.0117,17.9442,15.03,87,0,7.73,ZA,1675377166
195,Bogatyye Saby,56.0102,50.4483,-9.86,96,100,2.47,RU,1675377167
196,Genoa,44.4129,8.9573,11.75,84,0,1.34,IT,1675377167
197,Azul,-36.777,-59.8585,21.12,72,68,3.74,AR,1675377167
198,Pascagoula,30.3658,-88.5561,16.0,88,100,1.54,US,1675377168
199,Neiafu,-18.65,-173.9833,25.38,94,75,7.2,TO,1675377168
200,Ballina,-28.8667,153.5667,28.21,85,22,1.17,AU,1675377168
201,Mnogovershinnyy,53.9353,139.9242,-29.88,96,57,2.07,RU,1675377169
202,Caravelas,-17.7125,-39.2481,24.43,85,0,2.77,BR,1675377169
203,Maţāy,28.419,30.7792,10.53,54,0,2.57,EG,1675377169
204,College,64.8569,-147.8028,-10.79,84,100,2.06,US,1675377170
205,Satrikh,26.8667,81.2,11.04,60,0,3.24,IN,1675377170
206,Geraldton,-28.7667,114.6,29.23,21,34,7.2,AU,1675377170
207,Teyateyaneng,-29.1472,27.7489,15.73,69,15,2.06,LS,1675377170
208,Lakatoro,-16.0999,167.4164,29.68,68,32,1.8,VU,1675377171
209,Oksbøl,55.6268,8.2876,4.95,95,100,8.18,DK,1675377171
210,Manacapuru,-3.2997,-60.6206,25.3,89,42,1.3,BR,1675377171
211,Torbay,47.6666,-52.7314,-7.63,76,20,3.6,CA,1675377172
212,Saint Paul Harbor,57.79,-152.4072,1.73,75,75,0.0,US,1675377172
213,Gerāsh,27.6652,54.1371,12.42,87,21,1.41,IR,1675377173
214,Golden,39.7555,-105.2211,9.04,37,0,3.6,US,1675377131
215,Mount Isa,-20.7333,139.5,24.87,44,31,6.17,AU,1675377072
216,Port Augusta,-32.5,137.7667,17.66,39,60,9.26,AU,1675377173
217,Kutum,14.2,24.6667,13.93,27,64,3.32,SD,1675377174
218,Duluth,46.7833,-92.1066,-17.58,47,0,7.72,US,1675377155
219,Mabopane,-25.4977,28.1007,20.92,85,25,2.98,ZA,1675377174
220,Hermanus,-34.4187,19.2345,16.0,79,5,3.1,ZA,1675377174
221,Bagdarin,54.4333,113.6,-23.39,94,95,1.46,RU,1675377174
222,Kalianget,-7.05,113.9333,24.76,87,100,4.66,ID,1675377175
223,Khāsh,28.2211,61.2158,10.12,82,3,2.42,IR,1675377175
224,Hongjiang,27.11,109.9956,5.53,82,100,1.66,CN,1675377176
225,Barrinha,-21.1936,-48.1639,23.27,94,99,1.46,BR,1675377176
226,Itanagar,27.1,93.6167,14.61,58,0,1.71,IN,1675377176
227,Sur,22.5667,59.5289,19.13,67,0,0.72,OM,1675377177
228,Pacific Grove,36.6177,-121.9166,17.44,52,0,3.13,US,1675377177
229,Yerbogachën,61.2767,108.0108,-15.49,95,100,3.63,RU,1675377177
230,Dandong,40.1292,124.3947,-7.62,44,100,1.63,CN,1675377178
231,Fuling,29.7022,107.3919,8.32,82,96,1.29,CN,1675377178
232,Hay River,60.8156,-115.7999,-21.02,59,40,3.09,CA,1675377178
233,Touros,-5.1989,-35.4608,26.71,76,58,7.17,BR,1675377108
234,Portland,45.5234,-122.6762,11.64,49,75,2.24,US,1675377010
235,Campos Novos,-27.4017,-51.225,18.99,95,91,1.67,BR,1675377179
236,Westport,41.1415,-73.3579,3.28,47,0,5.36,US,1675377029
237,Gizo Government Station,-8.103,156.8419,28.42,74,99,2.83,SB,1675377179
238,Rustenburg,-25.6676,27.2421,20.13,77,43,1.21,ZA,1675377179
239,Hellín,38.5106,-1.701,5.52,50,0,1.07,ES,1675377180
240,Sampit,-2.5333,112.95,21.75,98,100,0.93,ID,1675377180
241,La Romana,18.4273,-68.9728,27.2,69,20,4.63,DO,1675377008
242,Alice Springs,-23.7,133.8833,17.75,68,0,2.57,AU,1675377025
243,Punta de Piedra,7.6176,-71.4916,27.64,37,2,0.64,VE,1675377180
244,Constitución,-35.3333,-72.4167,20.53,60,1,7.37,CL,1675377181
245,‘Ewa Beach,21.3156,-158.0072,27.97,64,0,4.63,US,1675377181
246,Aasiaat,68.7098,-52.8699,-18.22,97,100,4.35,GL,1675377182
247,Narsaq,60.9167,-46.05,-10.88,95,70,3.11,GL,1675377182
248,Brae,60.3964,-1.353,7.0,78,90,16.9,GB,1675377183
249,Labuhan,-6.8844,112.2051,24.77,88,100,3.24,ID,1675377183
250,North Bend,43.4065,-124.2243,10.6,87,0,3.6,US,1675377184
251,Senanga,-16.1167,23.2667,19.45,94,100,0.23,ZM,1675377184
252,Zyryanka,65.75,150.85,-34.82,100,95,1.03,RU,1675377184
253,Lorengau,-2.0226,147.2712,28.51,72,67,1.08,PG,1675377185
254,Dalmeny,52.3334,-106.7679,-21.83,59,40,3.6,CA,1675377185
255,Rong Kwang,18.339,100.3174,23.02,44,13,0.63,TH,1675377186
256,Show Low,34.2542,-110.0298,7.56,34,0,3.6,US,1675377186
257,North Platte,41.1239,-100.7654,-6.06,72,0,4.63,US,1675377058
258,Lodwar,3.1191,35.5973,28.52,34,87,3.69,KE,1675377190
259,Ures,29.4333,-110.4,22.61,23,0,4.62,MX,1675377191
260,Dubna,56.7333,37.1667,-4.12,96,98,3.46,RU,1675377191
261,Nome,64.5011,-165.4064,-11.96,92,40,1.54,US,1675377192
262,Pont-Audemer,49.35,0.5167,8.86,88,76,4.5,FR,1675377192
263,Puerto Madero,14.7208,-92.4215,31.11,58,0,4.12,MX,1675377192
264,Olafsvik,64.8945,-23.7142,2.29,94,79,9.39,IS,1675377193
265,Saskylakh,71.9167,114.0833,-25.6,100,100,1.02,RU,1675377193
266,Thinadhoo,0.5333,72.9333,27.65,65,34,5.19,MV,1675377194
267,Banes,20.9625,-75.7186,24.42,72,9,5.87,CU,1675377194
268,Strezhevoy,60.7333,77.5889,-18.86,100,100,1.31,RU,1675377195
269,Omboué,-1.5746,9.2618,26.19,89,76,2.89,GA,1675377195
270,Pangnirtung,66.1451,-65.7125,-29.0,69,40,2.57,CA,1675377196
271,Lufilufi,-13.8745,-171.5986,29.88,78,79,7.17,WS,1675377196
272,Poli,-3.3333,36.8,20.15,68,20,5.14,TZ,1675377197
273,Emerald,-23.5333,148.1667,26.86,65,100,5.2,AU,1675377197
274,San Cristobal,7.7669,-72.225,23.1,46,4,1.42,VE,1675377148
275,Phuket,8.0,98.25,24.12,94,40,0.0,TH,1675377069
276,Chon Daen,16.1895,100.8596,24.61,41,21,1.87,TH,1675377198
277,Shelburne,44.0787,-80.2041,-4.5,96,79,8.84,CA,1675377198
278,Northam,51.0333,-4.2167,9.66,96,91,7.67,GB,1675377199
279,Buala,-8.145,159.5921,27.93,77,99,1.99,SB,1675377200
280,Quanzhou,24.9139,118.5858,11.31,74,26,2.81,CN,1675377200
281,Sechura,-5.5569,-80.8222,25.9,65,37,6.8,PE,1675377200
282,Chinchani,19.8667,72.7,22.12,49,90,3.85,IN,1675377201
283,Sittwe,20.15,92.9,20.6,41,93,3.61,MM,1675377201
284,Salinópolis,-0.6136,-47.3561,23.67,92,100,4.37,BR,1675377153
285,The Valley,18.217,-63.0578,26.08,73,20,5.14,AI,1675377132
286,Ville-Marie,47.3335,-79.433,-19.03,81,100,6.15,CA,1675377202
287,Domoni,-12.2569,44.5319,26.26,85,100,1.42,KM,1675377202
288,Esperance,-33.8667,121.9,17.4,67,54,4.18,AU,1675377202
289,Nuuk,64.1835,-51.7216,-12.66,72,100,1.03,GL,1675377157
290,Pandan,14.0453,124.1694,25.47,85,26,6.63,PH,1675377203
291,Kenora,49.8167,-94.4337,-24.46,53,0,5.66,CA,1675377107
292,San Miguel de Tucumán,-26.8241,-65.2226,25.0,65,20,1.03,AR,1675377204
293,Kruisfontein,-34.0033,24.7314,16.71,92,1,2.73,ZA,1675377204
294,Japura,-0.3167,102.35,23.37,98,100,0.57,ID,1675377204
295,Bengkulu,-3.8004,102.2655,23.18,89,98,2.12,ID,1675377205
296,Bilma,18.6853,12.9164,18.56,19,33,3.15,NE,1675377205
297,Morros,-9.4467,-46.3003,23.38,82,95,2.49,BR,1675377205
298,Atikokan,48.7555,-91.6216,-23.98,85,100,4.54,CA,1675377206
299,Havøysund,70.9963,24.6622,-2.87,76,100,2.03,NO,1675377206
300,Black River,18.0264,-77.8487,25.76,76,6,4.91,JM,1675377208
301,São João da Barra,-21.6403,-41.0511,26.05,88,98,6.53,BR,1675377208
302,Vila Franca do Campo,37.7167,-25.4333,15.23,81,66,5.29,PT,1675377208
303,San Patricio,28.017,-97.5169,8.99,72,94,7.53,US,1675377209
304,Markova,48.6758,24.4138,-0.65,85,100,4.72,UA,1675377209
305,Rumoi,43.9344,141.6428,-6.32,80,100,6.94,JP,1675377209
306,Grand-Bourg,15.8835,-61.3148,24.97,72,1,7.51,GP,1675377210
307,Ketchikan,55.3422,-131.6461,5.99,93,100,8.23,US,1675377210
308,Faanui,-16.4833,-151.75,27.19,77,23,8.25,PF,1675377210
309,Bondowoso,-7.9135,113.8214,22.75,93,100,1.07,ID,1675377211
310,Port Elizabeth,-33.918,25.5701,20.17,89,75,5.66,ZA,1675377211
311,Les Trois-Îlets,14.539,-61.0361,24.95,73,20,5.14,MQ,1675376944
312,Tygda,53.1167,126.3333,-29.19,96,29,1.47,RU,1675377211
313,Paita,-5.0892,-81.1144,24.83,75,65,6.03,PE,1675377212
314,Ancud,-41.8697,-73.8203,17.33,75,18,1.64,CL,1675377212
315,Sovetskiy,61.3614,63.5842,-12.48,99,100,1.71,RU,1675377213
316,Kattivākkam,13.2167,80.3167,27.05,77,37,4.85,IN,1675377213
317,Bantou,26.2151,117.4893,13.84,82,100,1.55,CN,1675377214
318,Ugoofaaru,5.6667,73.0,26.45,75,100,4.78,MV,1675377214
319,Matagami,49.7502,-77.6328,-22.94,64,0,9.77,CA,1675376958
320,Ipixuna,-1.7625,-48.8043,22.41,97,100,2.31,BR,1675377215
321,Vostok,46.4856,135.8833,-23.44,99,100,1.75,RU,1675377216
322,Orlik,52.5178,99.825,-27.88,93,26,0.82,RU,1675377216
323,Dehlorān,32.6941,47.2679,10.32,58,2,1.28,IR,1675377216
324,Bushehr,28.9684,50.8385,17.05,55,0,6.17,IR,1675377217
325,Kiama,-34.6833,150.8667,21.32,48,2,5.48,AU,1675377217
326,Bathsheba,13.2167,-59.5167,25.34,69,20,7.2,BB,1675377217
327,Udachny,66.4167,112.4,-27.66,99,100,1.38,RU,1675377218
328,Seredka,58.1584,28.1858,-1.14,94,99,4.57,RU,1675377218
329,Nabire,-3.3667,135.4833,25.47,87,100,1.15,ID,1675377007
330,Richards Bay,-28.783,32.0377,23.16,93,100,1.57,ZA,1675377218
331,Tazovsky,67.4667,78.7,-17.47,97,20,3.17,RU,1675377219
332,Piaçabuçu,-10.4056,-36.4344,26.14,80,86,4.05,BR,1675377219
333,Bogandé,12.9714,-0.1436,27.19,16,11,3.13,BF,1675377219
334,Barcelona,41.3888,2.159,10.3,69,0,3.09,ES,1675376957
335,Kualakapuas,-3.0091,114.3876,22.19,98,100,0.9,ID,1675377220
336,Goderich,43.7501,-81.7165,-0.61,93,100,10.29,CA,1675377220
337,Novy Urengoy,66.0833,76.6333,-14.73,96,17,4.01,RU,1675377027
338,Vestmannaeyjar,63.4427,-20.2734,3.75,67,100,13.8,IS,1675377221
339,Dingle,10.9995,122.6711,23.81,93,89,3.85,PH,1675377221
340,Meulaboh,4.1363,96.1285,24.31,91,100,2.17,ID,1675377221
341,Kawalu,-7.3817,108.2082,21.59,94,78,1.42,ID,1675377222
342,Shimoda,34.6667,138.95,3.95,69,100,6.95,JP,1675377222
343,Mezen',65.8522,44.24,-10.93,97,93,1.87,RU,1675377222
344,Havre-St-Pierre,50.2334,-63.5986,-6.0,85,100,2.06,CA,1675377223
345,Kavaratti,10.5669,72.642,26.35,78,84,2.38,IN,1675377223
346,Sanandij,35.3144,46.9923,-0.99,86,100,3.09,IR,1675377223
347,Coahuayana Viejo,18.7333,-103.6833,29.62,40,68,2.6,MX,1675377224
348,Lüderitz,-26.6481,15.1594,17.55,67,5,8.76,NA,1675377224
349,São José da Coroa Grande,-8.8978,-35.1478,26.25,77,24,4.24,BR,1675377224
350,Salalah,17.0151,54.0924,22.05,64,20,2.06,OM,1675377224
351,Coyhaique,-45.5752,-72.0662,20.97,49,20,3.09,CL,1675377225
352,Eureka,40.8021,-124.1637,18.68,20,100,1.34,US,1675377225
353,Mackenzie,55.2999,-123.1698,-5.88,93,100,2.06,CA,1675377031
354,Waharoa,-37.7667,175.7667,22.47,90,100,3.16,NZ,1675377225
355,Kalga,50.9251,118.898,-29.47,99,59,1.2,RU,1675377226
356,Wenling,28.3669,121.36,6.54,80,98,3.04,CN,1675377226
357,Barraute,48.4335,-77.6328,-16.85,88,100,6.94,CA,1675377204
358,Rulenge,-2.7175,30.6325,14.6,95,64,1.46,TZ,1675377226
359,Shenjiamen,29.9576,122.298,5.66,85,100,5.67,CN,1675377227
360,Setermoen,68.861,18.3486,-10.87,91,54,2.98,NO,1675377227
361,Alpena,45.0617,-83.4327,-8.23,56,20,8.75,US,1675376995
362,Husavik,66.0449,-17.3389,0.25,97,100,4.11,IS,1675377227
363,Longyearbyen,78.2186,15.6401,-16.09,78,20,7.2,SJ,1675377227
364,Marawi,7.9986,124.2928,19.51,91,100,0.77,PH,1675377228
365,Qaqortoq,60.7167,-46.0333,-18.52,94,22,2.68,GL,1675377228
366,Bajah,13.8141,44.6301,20.36,73,1,0.89,YE,1675377228
367,Zabid,14.1951,43.3152,23.78,80,2,2.3,YE,1675377229
368,Lagoa,39.05,-27.9833,14.56,86,46,11.26,PT,1675377229
369,Khatanga,71.9667,102.5,-36.57,100,51,0.77,RU,1675377229
370,Kamiiso,41.8167,140.65,-8.79,86,75,1.03,JP,1675377230
371,Visnes,59.3556,5.2242,4.01,93,100,9.77,NO,1675377230
372,Aksu,41.1231,80.2644,-7.39,86,100,1.24,CN,1675377230
373,Palmer,42.1584,-72.3287,1.25,50,20,4.12,US,1675377115
374,Mangrūl Pīr,20.3167,77.35,17.2,26,100,0.91,IN,1675377231
375,Kununurra,-15.7667,128.7333,24.99,94,97,0.0,AU,1675377231
376,Luau,-10.7073,22.2247,16.9,96,38,1.27,AO,1675377231
377,Takanabe,32.1333,131.5,7.94,75,73,1.75,JP,1675377232
378,Belaya Gora,68.5333,146.4167,-29.29,100,100,1.47,RU,1675377232
379,Ihosy,-22.4,46.1167,18.89,93,100,3.5,MG,1675377233
380,Damietta,31.4165,31.8133,11.94,71,35,4.63,EG,1675377233
381,Kenai,60.5544,-151.2583,-1.59,94,100,1.54,US,1675376958
382,Itarema,-2.9248,-39.9167,26.37,80,100,5.75,BR,1675377233
